NAME,PARTY,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8,Q9,Q10,Q11,Q12,Q13
伊藤＝誠,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
金子＝恵美,1,2,2,2,3,4,2,2,3,3,3,4,4,3,2,2,3,3,3,2,2,3,2,4,4,3,3,2,1,3,3,3,2,2
菊田＝真紀子,2,3,4,1,5,3,3,4,4,3,4,3,3,2,4,4,2,2,3,4,3,2,4,2,5,4,2,4,3,5,5,5,5,2
西沢＝博,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
長島＝忠美,1,2,3,2,3,3,1,2,3,3,4,3,5,4,1,3,4,3,3,3,3,2,3,3,2,3,4,4,2,2,2,3,3,2
服部＝耕一,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
高鳥＝修一,1,2,3,2,1,5,2,1,3,2,3,3,5,5,1,2,5,3,2,2,2,3,3,4,4,2,2,3,1,1,1,4,4,2
梅谷＝守,2,2,5,2,4,3,1,1,2,2,2,5,5,3,2,5,2,2,4,4,2,2,2,3,3,4,1,5,1,4,5,5,5,3
高橋＝ミキ子,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
田畑＝裕明,1,2,3,2,2,3,2,2,3,2,3,3,5,2,2,2,5,2,3,3,3,3,3,4,3,3,3,3,1,2,2,2,2,2
吉田＝豊史,3,2,3,3,5,2,3,3,2,2,1,4,4,2,3,5,2,3,3,4,3,1,3,1,3,4,1,1,1,4,5,5,5,3
高橋＝渡,6,5,5,5,5,5,3,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,5,1,5,4,4,5,5,5,5,5,5,4
宮腰＝光寛,1,1,3,3,2,3,1,2,2,2,4,3,5,5,1,1,5,3,2,3,3,3,2,4,3,4,3,3,1,1,1,4,2,2
平崎＝功,6,5,5,4,5,5,3,3,5,5,5,5,1,2,4,5,1,1,4,4,1,3,5,1,5,4,5,5,5,5,5,5,5,4
橘＝慶一郎,1,2,3,2,3,4,2,3,2,3,3,3,4,4,2,2,3,3,2,4,3,2,2,4,3,4,3,4,2,2,2,3,2,2
坂本＝洋史,6,5,5,5,5,5,3,3,5,5,5,5,1,3,3,5,1,1,4,4,1,2,5,1,5,4,5,5,5,5,5,5,5,4
馳＝浩,1,1,3,3,3,3,1,2,2,2,1,3,5,5,1,1,5,3,2,3,3,3,2,4,3,4,3,3,1,1,1,4,2,2
田中＝美絵子,2,3,5,5,5,5,3,3,3,3,4,3,1,2,2,3,3,2,3,3,1,3,3,3,5,4,3,3,5,5,5,5,5,3
亀田＝良典,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
佐々木＝紀,1,1,3,3,2,3,1,2,2,2,1,3,5,5,1,1,5,3,2,3,3,3,1,4,3,4,4,3,1,1,1,4,2,2
西村＝祐士,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,4,2,5,5,5,5,5,5,4
北村＝茂男,1,1,3,3,2,3,2,2,2,3,2,2,5,4,1,1,5,5,1,2,2,2,2,4,4,4,1,3,1,1,1,2,1,2
近藤＝和也,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,4,5,5,5,5,2
渡辺＝裕子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,3,1,4,4,2,5,5,5,5,5,5,4
鈴木＝宏治,3,3,3,2,3,3,3,2,4,4,3,3,5,4,2,4,4,3,2,4,4,2,2,2,2,4,2,2,1,4,4,5,5,4
稲田＝朋美,1,1,3,3,1,3,1,2,2,2,3,3,5,5,1,1,5,3,3,3,3,3,1,4,3,4,5,3,1,1,1,4,2,2
金元＝幸枝,6,5,5,5,5,5,2,3,5,5,5,5,1,4,5,5,1,1,5,5,1,2,5,1,5,5,2,5,5,5,5,5,5,4
辻＝一憲,2,5,5,5,5,3,3,2,4,2,3,5,3,2,1,2,3,3,4,5,2,3,3,3,5,4,1,4,5,4,5,5,5,2
宇野＝邦弘,6,5,5,5,5,5,2,2,5,5,5,5,1,5,5,5,1,1,5,5,1,2,5,1,5,5,2,5,5,5,5,5,5,4
宮川＝典子,1,1,3,2,1,4,2,1,2,4,4,2,5,3,1,2,5,2,3,2,2,3,2,5,1,3,3,2,1,1,1,2,2,2
中島＝克仁,2,2,5,3,4,5,3,3,2,3,5,3,3,2,2,3,3,2,3,3,6,2,3,3,3,3,3,3,2,4,5,5,4,3
遠藤＝昭子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,6,4,1,4,4,2,5,5,5,5,5,5,4
堀内＝詔子,1,3,2,3,2,3,1,2,2,2,2,3,5,5,1,1,5,3,2,3,3,3,2,4,3,4,3,3,1,1,1,4,2,2
秋山＝晃一,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,3,1,2,4,1,4,4,2,5,5,5,5,5,5,4
小松＝裕,1,2,3,3,3,3,2,2,4,2,3,4,5,4,2,2,4,3,3,3,3,3,3,3,4,4,3,3,2,2,2,4,2,2
篠原＝孝,2,3,5,3,5,5,4,5,4,5,5,5,2,5,5,5,1,2,3,5,1,1,1,1,3,5,1,3,4,5,5,5,5,3
宮沢＝隆仁,5,1,3,2,3,3,2,4,2,3,3,4,3,4,1,3,2,3,3,3,2,3,2,3,4,5,2,2,1,2,2,4,3,3
武田＝良介,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,5,5,2,2,4,1,4,4,2,5,5,5,5,5,5,4
務台＝俊介,1,1,4,1,3,4,2,2,1,3,4,3,3,2,2,2,4,3,2,3,3,2,2,3,2,4,2,2,1,2,1,2,2,2
下条＝みつ,2,3,4,4,4,3,3,4,4,4,4,5,3,3,2,4,2,3,2,3,2,3,3,2,2,4,3,6,5,5,5,4,5,5
百瀬＝智之,3,3,5,3,5,2,4,4,4,2,2,5,2,3,5,5,3,2,5,2,5,2,2,1,2,4,3,2,2,5,5,5,3,3
清沢＝達也,6,5,5,4,5,4,3,5,5,5,5,5,1,3,4,5,1,2,5,5,1,3,5,1,5,3,4,5,5,5,5,5,5,4
木内＝均,1,2,3,3,1,3,1,1,1,1,2,2,4,3,1,1,4,3,3,3,3,3,2,4,3,2,2,4,1,1,1,3,3,2
寺島＝義幸,2,4,4,3,5,4,3,3,5,4,4,3,3,3,2,4,3,4,3,4,2,2,1,2,4,3,2,2,3,5,5,5,3,3
井出＝庸生,3,3,3,4,4,4,3,3,4,2,3,5,3,3,4,5,2,2,4,4,2,2,4,2,4,4,2,3,4,5,5,4,5,3
唐沢＝千晶,6,5,5,3,5,4,2,3,5,5,5,5,1,3,3,5,1,2,4,5,1,3,4,1,5,3,2,5,5,5,5,5,5,4
後藤＝茂之,1,2,4,3,4,4,2,2,2,2,2,4,4,2,2,2,4,3,3,3,2,2,3,3,4,4,2,4,2,2,2,4,2,2
矢崎＝公二,2,3,4,3,5,5,2,4,2,5,5,5,1,1,4,5,1,3,2,3,3,2,3,3,5,4,3,4,5,4,5,5,5,5
上田＝秀昭,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,5,5,1,2,4,1,5,4,2,5,5,5,5,5,5,4
宮下＝一郎,1,1,3,3,3,3,3,3,3,3,3,2,5,3,1,1,4,3,2,3,3,3,3,4,5,4,4,4,1,1,1,2,2,2
中嶋＝康介,2,3,4,3,4,4,3,3,3,3,4,4,3,3,3,5,4,4,3,4,3,3,3,2,4,5,2,3,5,4,5,4,4,3
水野＝力夫,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,4,1,5,3,2,5,5,5,5,5,5,4
野田＝聖子,1,2,2,2,3,4,2,2,2,3,1,3,5,3,1,1,1,1,1,3,3,2,4,4,5,3,2,2,1,2,2,3,1,3
吉田＝里江,2,4,5,3,5,5,2,4,1,4,4,5,1,1,3,3,1,1,3,5,2,3,5,4,5,5,1,4,2,5,5,5,5,3
大須賀＝志津香,6,5,5,5,5,5,3,3,5,5,5,5,1,3,3,5,1,5,5,4,1,4,3,1,5,4,2,5,5,5,5,5,5,4
棚橋＝泰文,1,2,2,2,6,6,6,2,3,6,6,6,5,3,2,2,6,6,6,2,5,3,3,4,3,4,4,1,2,2,1,4,6,2
森桜＝房義,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,3,4,4,2,3,3,1,4,3,1,4,5,5,5,5,5,4
武藤＝容治,1,1,1,3,3,3,2,2,2,2,2,3,5,3,1,1,5,3,1,3,3,3,1,4,3,4,4,3,1,1,1,3,2,2
園田＝康博,2,2,3,2,3,3,3,3,3,2,3,3,4,4,1,3,3,3,2,4,3,3,3,3,3,3,4,3,1,2,5,4,4,5
服部＝頼義,6,5,5,5,5,5,3,3,5,5,5,5,1,3,3,5,1,5,5,4,1,4,3,1,5,4,2,5,5,5,5,5,5,4
金子＝一義,1,2,3,2,4,3,2,1,3,3,3,3,4,2,1,2,4,2,2,3,2,2,2,4,4,4,2,2,2,2,2,3,2,2
今井＝雅人,3,3,3,3,4,3,3,3,6,1,1,4,4,3,3,5,6,2,1,4,3,2,3,2,5,4,1,1,6,4,5,4,5,3
伊嶌＝明博,6,5,5,5,5,4,4,2,5,5,5,5,1,3,4,5,1,2,5,5,1,1,4,1,5,5,1,5,5,5,5,5,5,4
古屋＝圭司,1,2,4,1,3,3,2,2,3,2,3,2,5,4,1,1,5,2,2,2,2,3,1,4,3,3,3,3,1,1,1,2,2,2
阿知波＝吉信,2,2,2,2,5,4,4,3,3,3,3,3,4,3,3,4,4,4,2,3,4,3,2,2,3,5,2,2,1,4,5,5,5,3
鷹見＝信義,6,5,5,5,5,5,3,3,5,5,5,5,1,3,3,5,1,5,5,4,1,3,3,1,5,4,2,5,5,5,5,5,5,4
上川＝陽子,1,3,5,3,4,3,4,3,3,2,2,3,3,4,3,3,3,3,1,3,3,2,2,3,5,4,3,3,2,1,2,4,2,2
牧野＝聖修,2,4,3,2,5,4,3,2,4,4,5,5,3,3,2,5,3,2,4,5,4,2,2,2,4,5,4,4,5,5,5,4,4,3
小池＝政就,3,2,3,2,2,2,3,4,3,2,2,4,4,2,3,4,4,2,3,3,5,2,4,2,3,4,1,1,1,4,5,4,4,3
河瀬＝幸代,6,5,5,5,5,5,4,4,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
井林＝辰憲,1,2,3,2,3,5,2,5,2,2,5,2,5,5,1,5,5,4,2,2,2,2,2,4,4,5,2,2,1,2,2,4,4,2
松尾＝勉,2,3,3,3,4,4,4,4,4,4,3,4,5,3,5,3,1,3,3,3,3,3,4,3,4,4,2,2,3,5,5,5,5,3
四ツ谷＝恵,6,5,5,5,5,3,2,4,5,5,5,5,1,4,3,5,1,2,5,5,1,2,4,1,5,5,2,4,5,5,5,5,5,4
宮沢＝博行,1,2,2,3,1,3,1,2,2,2,2,3,5,3,2,3,5,3,2,3,2,3,1,4,3,3,2,3,1,2,2,4,4,2
小山＝展弘,2,3,3,3,4,4,3,2,3,4,4,3,3,4,3,4,3,3,3,3,3,2,2,3,4,3,2,4,3,4,4,5,4,5
松浦＝敏夫,6,5,5,5,5,3,1,4,5,5,5,5,1,2,3,5,1,2,5,5,1,2,4,1,5,5,2,4,5,5,5,5,5,4
望月＝義夫,1,1,3,3,6,3,1,2,2,2,2,3,5,5,1,6,5,3,6,3,3,3,2,6,3,4,4,3,1,1,1,4,2,2
田村＝謙治,2,4,5,3,5,4,4,4,2,1,3,5,3,2,4,4,1,1,4,3,3,3,4,2,4,5,3,3,4,5,5,5,4,5
杉田＝保雄,6,5,5,5,5,5,4,4,5,5,5,5,1,3,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,4
吉川＝赳,1,1,3,2,1,4,2,2,3,2,3,2,5,4,1,2,4,1,3,2,2,2,2,4,5,4,2,2,1,1,1,2,2,2
細野＝豪志,2,2,3,2,3,4,4,4,2,3,2,4,5,3,3,4,1,2,3,3,3,3,5,2,5,5,2,2,2,5,5,5,5,2
大庭＝桃子,6,5,5,5,5,5,3,4,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
勝俣＝孝明,1,2,2,2,2,4,1,1,3,2,1,3,5,3,1,3,5,1,1,3,2,2,3,3,4,2,1,3,1,2,2,2,2,2
渡辺＝周,2,1,3,1,3,4,3,4,2,2,5,2,5,4,1,4,3,3,3,4,2,3,4,3,5,4,2,3,1,5,4,4,3,2
佐藤＝龍彦,6,5,5,5,5,5,4,4,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
城内＝実,1,1,1,2,2,4,1,1,2,3,3,2,5,5,1,3,4,2,3,4,3,2,2,3,2,2,4,4,1,1,1,4,2,2
松本＝泰高,2,5,5,4,5,3,3,3,5,4,5,5,1,2,4,5,2,2,2,4,4,2,4,1,4,4,1,4,5,5,5,4,4,4
野沢＝正司,6,5,5,5,5,5,2,4,5,5,5,5,1,4,5,5,1,2,5,4,2,3,3,1,5,4,5,4,5,5,5,4,4,4
塩谷＝立,1,2,3,3,4,3,1,2,2,2,2,3,5,3,1,1,5,3,3,3,3,3,2,4,3,4,4,3,1,1,1,4,2,2
源馬＝謙太郎,3,2,4,2,3,2,4,5,4,2,2,2,5,2,1,4,5,2,2,2,5,3,2,2,2,5,2,1,1,3,4,5,3,3
落合＝勝二,6,5,5,5,5,5,3,3,5,5,5,5,1,3,3,5,1,2,4,5,1,1,3,1,5,4,1,5,5,5,5,5,5,4
熊田＝裕通,1,1,3,3,2,3,2,1,2,1,1,2,5,4,1,1,4,3,3,2,2,3,1,5,4,4,3,3,1,1,1,2,1,2
吉田＝統彦,2,2,3,3,3,5,4,2,3,4,3,3,3,3,1,3,2,2,3,3,2,2,2,3,3,4,4,3,2,5,5,5,5,3
身玉山＝宗三郎,5,1,1,1,1,3,2,3,2,3,1,2,5,3,1,2,3,3,2,3,3,3,2,4,3,4,5,2,1,2,1,2,2,5
大野＝宙光,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
東郷＝哲也,1,1,4,1,1,5,1,1,2,3,2,1,5,5,1,2,2,2,1,2,1,4,5,5,4,2,3,2,1,1,1,2,1,2
古川＝元久,2,2,4,3,5,4,4,4,2,2,3,4,3,3,3,3,2,3,2,4,4,2,4,2,4,5,3,2,2,4,4,4,4,2
黒田＝二郎,6,5,5,5,5,5,3,3,5,5,5,5,1,4,3,5,1,3,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
池田＝佳隆,1,1,3,2,2,4,1,1,4,3,3,3,5,4,1,2,5,3,1,3,3,3,2,3,3,2,1,4,1,2,1,3,2,2
近藤＝昭一,2,3,5,4,5,4,3,3,2,4,4,5,2,2,4,4,2,2,4,4,2,2,4,2,4,4,1,4,4,5,5,5,4,3
石川＝寿,6,5,5,5,5,5,4,5,5,5,5,5,1,3,5,5,1,3,4,5,1,2,5,1,5,5,1,5,5,5,5,5,5,4
工藤＝彰三,1,1,3,3,2,3,3,2,2,2,1,2,5,3,1,2,5,3,2,3,3,3,2,4,3,4,3,3,1,2,1,3,2,2
刀禰＝勝之,2,2,4,5,5,1,3,3,2,2,2,4,2,2,1,2,2,2,4,4,4,2,4,4,4,5,2,2,2,4,5,5,5,3
牧＝義夫,3,3,3,2,5,3,4,3,4,3,1,3,5,6,3,5,3,3,3,4,3,1,3,1,3,2,1,2,2,5,4,4,4,4
高橋＝祐介,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
神田＝憲次,1,1,3,3,2,3,1,2,3,3,2,3,5,5,1,2,4,3,2,3,3,3,3,3,4,4,5,3,1,1,1,4,2,2
赤松＝広隆,2,5,5,3,5,4,3,3,4,4,5,4,1,3,3,5,1,3,3,4,2,1,4,2,5,5,1,3,5,5,5,5,5,3
安田＝庄一,5,2,2,2,1,3,2,2,3,2,3,3,5,3,1,1,5,4,3,1,4,3,1,5,2,3,4,2,1,1,1,3,2,3
藤井＝博樹,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
丹羽＝秀樹,1,2,3,3,3,3,2,2,3,2,2,3,5,4,1,2,4,3,3,3,3,2,3,3,4,3,3,4,1,2,1,3,2,2
森本＝和義,2,2,2,3,5,4,3,3,2,4,3,3,3,2,3,3,2,3,3,3,3,2,2,3,3,4,2,2,2,5,5,4,4,5
柳沢＝けさ美,6,5,5,5,5,5,2,3,5,5,5,5,1,3,4,5,1,2,5,4,1,2,4,1,4,2,2,5,5,5,5,5,5,4
鈴木＝淳司,1,2,3,2,1,3,3,3,2,1,2,4,5,3,2,2,4,3,3,3,4,2,2,4,3,3,4,3,1,1,2,4,4,2
山尾＝志桜里,2,3,3,3,4,4,4,3,3,6,4,4,3,3,4,4,1,1,3,3,3,2,4,2,5,4,2,4,4,5,5,4,4,5
郷右近＝修,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
伊藤＝忠彦,1,2,5,2,1,1,1,1,1,1,2,1,5,1,1,1,5,4,3,3,3,2,2,4,1,2,4,1,1,2,1,3,2,2
伴野＝豊,2,3,3,3,4,3,2,3,3,3,3,3,2,2,2,3,2,3,2,3,4,3,3,3,4,3,2,3,3,4,4,5,5,3
長友＝忠弘,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,5,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
長坂＝康正,1,2,3,2,2,4,3,2,4,2,4,4,4,2,1,2,2,2,2,3,2,3,2,4,3,3,2,2,2,2,2,2,2,2
岡本＝充功,2,3,3,3,3,4,2,2,3,3,4,4,5,5,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,5,4,4,3
渡辺＝裕,6,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,1,1,5,5,1,2,5,1,5,5,1,5,5,5,5,5,5,4
江崎＝鉄磨,1,2,5,2,4,3,1,3,5,3,5,3,4,2,1,5,5,3,4,3,2,2,1,2,4,3,1,2,2,2,4,2,2,2
小林＝弘子,2,5,5,5,5,4,4,4,2,5,5,5,3,3,5,5,1,2,3,5,3,1,4,1,5,5,1,5,5,5,5,4,4,3
板倉＝正文,6,5,5,5,5,5,4,2,5,5,5,4,1,3,4,5,1,3,5,5,1,3,4,1,5,2,2,5,5,5,5,5,5,4
八木＝哲也,1,1,3,3,1,3,1,2,2,2,1,3,5,5,1,1,5,3,3,3,3,3,2,4,3,4,3,3,1,1,1,4,2,2
古本＝伸一郎,2,1,2,2,5,4,3,4,1,2,3,2,5,2,2,2,2,3,2,3,5,2,3,3,5,5,1,1,1,5,5,4,4,1
牧田＝充生,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
青山＝周平,1,1,3,3,2,3,1,2,2,2,1,3,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
重徳＝和彦,3,3,3,3,4,3,3,3,2,2,2,4,4,4,2,5,4,2,3,3,4,2,2,2,3,4,1,2,1,4,4,4,4,3
牧野＝次郎,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
大見＝正,1,1,3,3,1,3,1,2,2,2,1,3,5,5,1,1,5,3,3,3,3,3,1,3,3,4,4,3,1,1,1,4,2,2
大西＝健介,2,2,4,2,4,3,4,3,1,3,3,4,2,3,2,3,2,3,2,3,2,2,4,2,5,5,1,2,2,4,5,4,3,2
宮地＝勲,6,5,5,5,5,5,2,2,5,1,5,5,1,2,4,5,1,1,5,5,5,3,3,1,3,5,2,4,5,5,5,5,5,4
今枝＝宗一郎,1,3,3,3,3,4,2,2,2,3,2,3,4,3,2,3,3,3,4,3,3,4,3,3,4,2,2,4,1,3,2,3,3,2
鈴木＝克昌,2,2,3,3,2,3,2,2,4,3,1,3,4,3,2,4,3,3,4,4,2,3,3,1,4,3,3,2,2,4,5,3,3,4
袴田＝富治,6,5,5,5,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
根本＝幸典,1,1,3,3,1,3,1,2,2,2,2,2,5,4,1,1,3,3,2,3,3,3,1,4,3,4,4,3,1,1,1,4,2,2
関＝健一郎,2,2,4,4,4,4,2,4,2,2,4,3,4,2,3,3,2,3,2,4,4,2,4,3,4,5,1,2,4,5,5,5,5,2
串田＝真吾,6,5,5,5,5,5,2,3,5,5,5,5,1,3,4,5,1,2,5,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
川崎＝二郎,1,2,2,2,4,3,1,2,1,3,5,2,3,3,2,1,3,3,3,3,3,2,1,4,5,4,3,3,1,2,3,2,2,2
松田＝直久,3,1,2,3,2,3,3,3,2,1,1,3,5,2,2,4,3,2,2,2,5,3,2,3,4,4,2,1,1,4,4,4,3,4
橋本＝マサ子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
島田＝佳和,1,1,3,3,1,3,1,2,1,2,1,4,5,5,1,1,5,3,3,3,3,3,2,4,3,4,2,3,1,1,1,4,2,2
中川＝正春,2,4,5,4,5,4,4,5,2,4,3,3,1,2,2,2,2,2,3,3,3,3,4,2,4,5,1,3,1,4,5,4,6,5
中野＝武史,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,5,5,1,2,4,1,4,4,2,5,5,5,5,5,5,4
嶋田＝幸司,1,2,2,2,4,3,1,2,1,3,5,2,3,3,2,1,3,3,3,3,3,2,1,4,5,4,3,3,1,2,3,2,2,2
岡田＝克也,2,3,5,2,5,4,5,4,2,4,5,3,2,2,2,3,1,3,3,4,5,2,4,3,5,5,1,1,2,4,5,5,5,5
釜井＝敏行,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
田村＝憲久,1,2,2,3,2,5,3,3,3,3,3,2,3,3,2,2,5,3,1,2,3,3,3,4,4,3,4,2,2,1,1,3,3,2
松木＝豊年,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
藤田＝大助,2,2,3,3,3,4,3,4,2,2,2,4,3,2,3,2,4,2,3,4,4,2,3,3,4,4,2,4,2,4,5,5,5,2
三ツ矢＝憲生,1,3,3,4,3,2,2,2,2,4,5,3,4,3,3,2,4,4,4,4,3,2,3,4,4,4,4,4,3,3,2,3,2,2
内藤＝弘一,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
大岡＝敏孝,1,2,2,3,3,4,2,2,1,1,4,2,5,3,1,1,4,2,2,2,2,3,2,5,2,4,5,4,1,2,2,3,1,2
川端＝達夫,2,2,3,3,4,4,4,3,2,1,4,3,2,3,3,2,2,2,2,5,2,2,4,3,5,5,2,2,2,5,5,5,4,2
佐藤＝耕平,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
上野＝賢一郎,1,2,3,2,2,3,2,2,2,3,4,4,5,3,2,3,4,3,2,3,2,2,3,3,6,3,2,2,1,2,2,4,4,2
田島＝一成,2,3,4,4,5,4,4,4,2,2,4,5,2,2,3,5,2,2,4,4,3,2,4,2,5,5,2,2,4,5,5,5,5,3
中川＝睦子,6,5,5,5,5,5,6,5,5,5,5,5,1,6,6,5,1,6,5,6,6,6,6,1,5,6,1,5,5,5,5,5,5,4
武村＝展英,1,1,4,1,2,3,3,2,2,2,2,2,5,4,1,2,4,3,3,2,3,3,2,4,4,4,3,3,1,1,2,3,3,2
小川＝泰江,2,3,4,2,4,3,4,4,4,4,5,3,2,3,3,5,1,1,3,4,3,3,5,2,4,4,1,4,6,5,5,4,4,3
西川＝仁,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
武藤＝貴也,1,1,2,1,1,4,1,1,3,6,1,2,5,5,1,1,5,5,1,2,1,3,3,5,3,1,4,3,1,1,1,4,1,4
徳永＝久志,2,2,3,3,5,4,4,4,3,2,4,4,3,3,3,4,2,2,2,4,3,3,4,2,5,5,2,2,4,5,5,5,5,3
岩永＝裕貴,3,1,6,1,1,3,2,6,4,1,6,3,5,3,1,3,3,2,2,3,6,2,3,2,6,5,4,6,1,4,4,3,4,5
西沢＝耕一,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,5,5,1,3,4,1,4,4,2,5,5,5,5,5,5,4
田坂＝幾太,3,1,3,2,4,2,3,4,2,2,1,4,3,3,3,5,6,2,2,4,4,2,3,2,5,4,1,1,1,4,5,5,5,3
穀田＝恵二,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,5,5,1,2,5,1,4,4,2,5,5,5,5,5,5,4
上中＝康司,1,1,3,3,2,2,1,1,4,1,2,2,5,1,1,1,5,3,5,2,3,2,1,4,4,1,4,2,1,1,1,3,2,3
前原＝誠司,2,2,3,3,5,4,4,3,1,2,2,3,4,2,2,2,1,2,1,3,3,3,6,2,5,5,1,3,1,5,4,4,4,5
原＝俊史,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,4,1,5,3,1,5,5,5,5,5,5,4
宮崎＝謙介,1,2,1,2,2,3,2,1,2,1,2,2,3,2,1,1,3,2,2,2,1,3,1,4,4,2,3,3,1,1,1,2,2,4
泉＝健太,2,3,2,4,5,3,3,4,2,4,4,4,4,4,2,3,1,4,2,4,4,1,5,2,5,4,3,4,3,4,4,2,3,2
清水＝鴻一郎,3,3,3,3,5,3,4,4,3,3,1,3,4,3,3,4,4,2,2,3,4,2,3,2,4,4,1,1,1,4,5,5,5,3
石村＝和子,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,5,1,5,3,2,5,5,5,5,5,5,4
田中＝英之,1,3,3,2,3,3,3,2,2,3,3,2,5,3,2,2,4,3,2,3,3,3,3,3,2,3,4,3,1,2,2,4,4,2
北神＝圭朗,2,2,3,2,3,4,3,2,3,3,3,3,5,4,1,3,4,4,2,2,3,3,3,3,5,4,2,2,1,4,4,5,5,3
畑本＝久仁枝,3,2,2,3,1,3,2,3,2,3,1,3,5,3,1,3,4,3,2,2,4,2,2,4,2,4,4,2,1,2,2,4,4,3
吉田＝幸一,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,5,5,1,2,4,1,4,3,2,5,5,5,5,5,5,4
谷垣＝禎一,1,1,3,3,4,3,1,2,2,2,1,3,5,5,1,1,5,3,2,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
